form,data
9,"9,ADJ,Gen,Pos,Neut,Sing"
декабря,"декабрь,NOUN,Inan,Gen,Masc,Sing"
1941,"1941,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
находилась,"находиться,VERB,Imp,Fem,Ind,Sing,Past,Fin,Mid"
в,"в,ADP,None"
составе,"состав,NOUN,Inan,Loc,Masc,Sing"
Московской,"московский,ADJ,Gen,Pos,Fem,Sing"
зоны,"зона,NOUN,Inan,Gen,Fem,Sing"
обороны,"оборона,NOUN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
5,"5,ADJ,Gen,Pos,Neut,Sing"
января,"январь,NOUN,Inan,Gen,Masc,Sing"
1942,"1942,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
управление,"управление,NOUN,Inan,Nom,Neut,Sing"
армии,"армия,NOUN,Inan,Gen,Fem,Sing"
было,"быть,AUX,Imp,Neut,Ind,Sing,Past,Fin"
переименовано,"переименовать,VERB,Inan,Perf,Nom,Neut,Sing,Past,Short,Part,Pass"
в,"в,ADP,None"
резервное,"резервный,ADJ,Acc,Pos,Neut,Sing"
управление,"управление,NOUN,Inan,Acc,Neut,Sing"
в,"в,ADP,None"
составе,"состав,NOUN,Inan,Loc,Masc,Sing"
Московской,"московский,ADJ,Gen,Pos,Fem,Sing"
зоны,"зона,NOUN,Inan,Gen,Fem,Sing"
обороны,"оборона,NOUN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
1,"1,ADJ,Gen,Pos,Neut,Sing"
мая,"май,NOUN,Inan,Gen,Masc,Sing"
1942,"1942,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
на,"на,ADP,None"
основании,"основание,NOUN,Inan,Loc,Neut,Sing"
приказа,"приказ,NOUN,Inan,Gen,Masc,Sing"
Ставки,"ставка,NOUN,Inan,Gen,Fem,Sing"
ВГК,"ВГК,PROPN,Inan,Gen,Neut,Sing"
No,"no,NOUN,None"
170333,"170333,NUM,Inan,Nom,Card"
от,"от,ADP,None"
26,"26,ADJ,Gen,Pos,Neut,Sing"
апреля,"апрель,NOUN,Inan,Gen,Masc,Sing"
1942,"1942,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
24-я,"24-й,ADJ,Nom,Pos,Fem,Sing"
армия,"армия,NOUN,Inan,Nom,Fem,Sing"
переименована,"переименовать,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
в,"в,ADP,None"
1-ю,"1-й,ADJ,Acc,Pos,Fem,Sing"
резервную,"резервный,ADJ,Acc,Pos,Fem,Sing"
армию,"армия,NOUN,Inan,Acc,Fem,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
то,"тот,DET,Acc,Neut,Sing"
время,"время,NOUN,Inan,Acc,Neut,Sing"
молдавские,"молдавский,ADJ,Nom,Pos,Plur"
экипажи,"экипаж,NOUN,Inan,Nom,Masc,Plur"
летали,"летать,VERB,Imp,Ind,Plur,Past,Fin,Act"
в,"в,ADP,None"
73,"73,NUM,Inan,Acc,Card"
города,"город,NOUN,Inan,Gen,Masc,Sing"
СССР,"СССР,PROPN,Inan,Gen,Masc,Sing"
",",",,PUNCT,None"
ежегодно,"ежегодно,ADV,Pos"
перевозя,"перевозить,VERB,Imp,Pres,Conv,Act"
свыше,"свыше,ADV,Cmp"
миллиона,"миллион,NOUN,Inan,Gen,Masc,Sing"
пассажиров,"пассажир,NOUN,Anim,Gen,Masc,Plur"
.,".,PUNCT,None"
В,"в,ADP,None"
июне,"июнь,NOUN,Inan,Loc,Masc,Sing"
2010,"2010,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
компания,"компания,NOUN,Inan,Nom,Fem,Sing"
RIM,"RIM,X,Yes"
отчиталась,"отчитаться,VERB,Perf,Fem,Ind,Sing,Past,Fin,Mid"
о,"о,ADP,None"
продаже,"продажа,NOUN,Inan,Loc,Fem,Sing"
100-миллионного,"100-миллионный,ADJ,Gen,Pos,Masc,Sing"
смартфона,"смартфон,NOUN,Inan,Gen,Masc,Sing"
BlackBerry,"BlackBerry,X,Yes"
.,".,PUNCT,None"
Также,"также,CCONJ,None"
они,"они,PRON,Nom,Plur,3"
известны,"известный,ADJ,Nom,Pos,Plur,Short"
как,"как,ADP,None"
",",",,PUNCT,None"
Dong,"dong,X,Yes"
Fang,"fang,X,Yes"
Shen,"shen,X,Yes"
Qi,"qi,X,Yes"
(,"(,PUNCT,None"
Dōngfāngshénqǐ,"dōngfāngshénqǐ,X,Yes"
),"),PUNCT,None"
и,"и,CCONJ,None"
Tong,"tong,X,Yes"
Vfang,"vfang,X,Yes"
Xien,"xien,X,Yes"
Qi,"qi,X,Yes"
(,"(,PUNCT,None"
TVXQ,"tvxq,X,Yes"
),"),PUNCT,None"
у,"у,ADP,None"
китайских,"китайский,ADJ,Gen,Pos,Plur"
фанатов,"фанат,NOUN,Anim,Gen,Masc,Plur"
и,"и,CCONJ,None"
Tohoshinki,"tohoshinki,X,Yes"
(,"(,PUNCT,None"
THSK,"thsk,X,Yes"
),"),PUNCT,None"
в,"в,ADP,None"
Японии,"Япония,PROPN,Inan,Loc,Fem,Sing"
.,".,PUNCT,None"
Теперь,"теперь,ADV,Pos"
для,"для,ADP,None"
меня,"я,PRON,Gen,Sing,1"
это,"это,PRON,Inan,Nom,Neut,Sing"
будет,"быть,AUX,Imp,Ind,Sing,3,Fut,Fin"
музыка,"музыка,NOUN,Inan,Nom,Fem,Sing"
для,"для,ADP,None"
фильмов,"фильм,NOUN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
некоторые,"некоторый,DET,Nom,Plur"
джазовые,"джазовый,ADJ,Nom,Pos,Plur"
проекты,"проект,NOUN,Inan,Nom,Masc,Plur"
",",",,PUNCT,None"
и,"и,CCONJ,None"
",",",,PUNCT,None"
конечно,"конечно,ADV,Pos"
",",",,PUNCT,None"
моя,"мой,DET,Nom,Fem,Sing"
сольная,"сольный,ADJ,Nom,Pos,Fem,Sing"
карьера,"карьера,NOUN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
Изменение,"изменение,NOUN,Inan,Nom,Neut,Sing"
рабочей,"рабочий,ADJ,Gen,Pos,Fem,Sing"
частоты,"частота,NOUN,Inan,Gen,Fem,Sing"
радиостанции,"радиостанция,NOUN,Inan,Gen,Fem,Sing"
было,"быть,AUX,Imp,Neut,Ind,Sing,Past,Fin"
возможно,"возможный,ADJ,Pos,Neut,Sing,Short"
только,"только,PART,None"
на,"на,ADP,None"
земле,"земля,NOUN,Inan,Loc,Fem,Sing"
.,".,PUNCT,None"
Мы,"мы,PRON,Nom,Plur,1"
видим,"видеть,VERB,Imp,Ind,Plur,1,Pres,Fin,Act"
её,"она,PRON,Acc,Fem,Sing,3"
",",",,PUNCT,None"
живущую,"жить,VERB,Anim,Imp,Acc,Fem,Sing,Pres,Part,Act"
в,"в,ADP,None"
иллюзиях,"иллюзия,NOUN,Inan,Loc,Fem,Plur"
",",",,PUNCT,None"
и,"и,CCONJ,None"
неспособную,"неспособный,ADJ,Acc,Pos,Fem,Sing"
отвязаться,"отвязаться,VERB,Perf,Inf,Mid"
от,"от,ADP,None"
всеподавляющего,"всеподавляющий,ADJ,Gen,Pos,Masc,Sing"
образа,"образ,NOUN,Inan,Gen,Masc,Sing"
отца,"отец,NOUN,Anim,Gen,Masc,Sing"
.,".,PUNCT,None"
Вскоре,"вскоре,ADV,Pos"
Мардж,"Мардж,PROPN,Anim,Nom,Fem,Sing"
возвращается,"возвращаться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
домой,"домой,ADV,Pos"
и,"и,CCONJ,None"
узнаёт,"узнавать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
о,"о,ADP,None"
том,"то,PRON,Inan,Loc,Neut,Sing"
",",",,PUNCT,None"
что,"что,DET,Nom,Neut,Sing"
происходило,"происходить,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
",",",,PUNCT,None"
пока,"пока,SCONJ,None"
её,"она,PRON,Acc,Fem,Sing,3"
не,"не,PART,Neg"
было,"быть,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
дома,"дома,ADV,Pos"
.,".,PUNCT,None"
Стебелёк,"стебелек,NOUN,Inan,Nom,Masc,Sing"
между,"между,ADP,None"
грудкой,"грудка,NOUN,Inan,Ins,Fem,Sing"
и,"и,CCONJ,None"
брюшком,"брюшко,NOUN,Inan,Ins,Neut,Sing"
состоит,"состоять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
из,"из,ADP,None"
двух,"два,NUM,Inan,Gen,Masc,Card"
члеников,"членик,NOUN,Inan,Gen,Masc,Plur"
:,":,PUNCT,None"
петиолюса,"петиолюс,NOUN,Inan,Gen,Masc,Sing"
и,"и,CCONJ,None"
постпетиолюса,"постпетиолюс,NOUN,Inan,Gen,Masc,Sing"
(,"(,PUNCT,None"
последний,"последний,ADJ,Nom,Pos,Masc,Sing"
четко,"четко,ADV,Pos"
отделен,"отделить,VERB,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
от,"от,ADP,None"
брюшка,"брюшко,NOUN,Inan,Gen,Neut,Sing"
),"),PUNCT,None"
.,".,PUNCT,None"
В,"в,ADP,None"
сентябре,"сентябрь,NOUN,Inan,Loc,Masc,Sing"
компания,"компания,NOUN,Inan,Nom,Fem,Sing"
продала,"продать,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
часть,"часть,NOUN,Inan,Acc,Fem,Sing"
своего,"свой,DET,Gen,Masc,Sing"
бизнеса,"бизнес,NOUN,Inan,Gen,Masc,Sing"
",",",,PUNCT,None"
связанного,"связать,VERB,Inan,Perf,Gen,Masc,Sing,Past,Part,Pass"
с,"с,ADP,None"
системами,"система,NOUN,Inan,Ins,Fem,Plur"
машинного,"машинный,ADJ,Gen,Pos,Neut,Sing"
зрения,"зрение,NOUN,Inan,Gen,Neut,Sing"
(,"(,PUNCT,None"
камеры,"камера,NOUN,Inan,Nom,Fem,Plur"
HawkEye,"Hawkeye,X,Yes"
1600,"1600,NUM,Nom,Card"
",",",,PUNCT,None"
системы,"система,NOUN,Inan,Nom,Fem,Plur"
UID,"UID,X,Yes"
",",",,PUNCT,None"
системы,"система,NOUN,Inan,Nom,Fem,Plur"
Visionscape,"Visionscape,X,Yes"
и,"и,CCONJ,None"
системы,"система,NOUN,Inan,Nom,Fem,Plur"
подсветки,"подсветка,NOUN,Inan,Gen,Fem,Sing"
NERLITE,"NERLITE,X,Yes"
),"),PUNCT,None"
.,".,PUNCT,None"
TesseracT,"Tesseract,X,Yes"
начинали,"начинать,VERB,Imp,Ind,Plur,Past,Fin,Act"
в,"в,ADP,None"
2003,"2003,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
как,"как,ADP,None"
типичная,"типичный,ADJ,Nom,Pos,Fem,Sing"
джент-группа,"джент-группа,NOUN,Inan,Nom,Fem,Sing"
в,"в,ADP,None"
спальне,"спальня,NOUN,Inan,Loc,Fem,Sing"
Экла,"Экл,PROPN,Anim,Gen,Masc,Sing"
Кэни,"Кэни,PROPN,Anim,Gen,Masc,Sing"
.,".,PUNCT,None"
Причина,"причина,NOUN,Inan,Nom,Fem,Sing"
заключается,"заключаться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
в,"в,ADP,None"
том,"то,PRON,Inan,Loc,Neut,Sing"
",",",,PUNCT,None"
что,"что,SCONJ,None"
пользователи,"пользователь,NOUN,Anim,Nom,Masc,Plur"
могут,"мочь,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
оценить,"оценить,VERB,Perf,Inf,Act"
надёжность,"надежность,NOUN,Inan,Acc,Fem,Sing"
сервис-провайдера,"сервис-провайдер,NOUN,Anim,Gen,Masc,Sing"
за,"за,ADP,None"
пределами,"предел,NOUN,Inan,Ins,Masc,Plur"
Интернета,"интернет,NOUN,Inan,Gen,Masc,Sing"
(,"(,PUNCT,None"
напр.,"например,ADV,Pos"
",",",,PUNCT,None"
был,"быть,AUX,Imp,Masc,Ind,Sing,Past,Fin"
ли,"ли,PART,None"
доставлен,"доставить,VERB,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
товар,"товар,NOUN,Inan,Nom,Masc,Sing"
",",",,PUNCT,None"
вовремя,"вовремя,ADV,Pos"
ли,"ли,PART,None"
",",",,PUNCT,None"
соответствовал,"соответствовать,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
ли,"ли,PART,None"
он,"он,PRON,Nom,Masc,Sing,3"
заказу,"заказ,NOUN,Inan,Dat,Masc,Sing"
и,"и,CCONJ,None"
т.,"то,PRON,Inan,Dat,Neut,Sing"
п.,"подобное,NOUN,Inan,Acc,Neut,Sing"
),"),PUNCT,None"
Ни,"ни,PART,Neg"
одна,"один,NUM,Inan,Nom,Fem,Sing,Card"
из,"из,ADP,None"
этих,"этот,DET,Gen,Plur"
фабрик,"фабрика,NOUN,Inan,Gen,Fem,Plur"
не,"не,PART,Neg"
сохранилась,"сохраниться,VERB,Perf,Fem,Ind,Sing,Past,Fin,Mid"
.,".,PUNCT,None"
В,"в,ADP,None"
лаборатории,"лаборатория,NOUN,Inan,Loc,Fem,Sing"
одного,"один,NUM,Inan,Gen,Masc,Sing,Card"
НИИ,"нии,NOUN,Inan,Gen,Masc,Sing"
убит,"убить,VERB,Anim,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
дежуривший,"дежурить,VERB,Anim,Imp,Nom,Masc,Sing,Past,Part,Act"
ночью,"ночь,NOUN,Inan,Ins,Fem,Sing"
монтёр,"монтер,NOUN,Anim,Nom,Masc,Sing"
.,".,PUNCT,None"
Предположительно,"предположительно,ADV,Pos"
река,"река,NOUN,Inan,Nom,Fem,Sing"
получила,"получить,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
название,"название,NOUN,Inan,Acc,Neut,Sing"
по,"по,ADP,None"
селу,"село,NOUN,Inan,Dat,Neut,Sing"
",",",,PUNCT,None"
через,"через,ADP,None"
которое,"который,PRON,Inan,Acc,Neut,Sing"
протекает,"протекать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
.,".,PUNCT,None"
Во,"во,ADP,None"
главе,"глава,NOUN,Inan,Loc,Fem,Sing"
огромного,"огромный,ADJ,Gen,Pos,Neut,Sing"
войска,"войско,NOUN,Inan,Gen,Neut,Sing"
хан,"хан,NOUN,Anim,Nom,Masc,Sing"
через,"через,ADP,None"
Кураму,"Курама,PROPN,Inan,Acc,Fem,Sing"
подошел,"подойти,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
к,"к,ADP,None"
берегу,"берег,NOUN,Inan,Dat,Masc,Sing"
Чирчика,"Чирчик,PROPN,Inan,Gen,Masc,Sing"
и,"и,CCONJ,None"
устроил,"устроить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
здесь,"здесь,ADV,Pos"
охоту,"охота,NOUN,Inan,Acc,Fem,Sing"
на,"на,ADP,None"
тигров,"тигр,NOUN,Anim,Acc,Masc,Plur"
",",",,PUNCT,None"
водившихся,"водиться,VERB,Anim,Imp,Acc,Plur,Past,Part,Act"
в,"в,ADP,None"
изобилии,"изобилие,NOUN,Inan,Loc,Neut,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
1929,"1929,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
после,"после,ADP,None"
окончания,"окончание,NOUN,Inan,Gen,Neut,Sing"
семилетки,"семилетка,NOUN,Inan,Gen,Fem,Sing"
уехала,"уехать,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
в,"в,ADP,None"
Красноярск,"Красноярск,PROPN,Inan,Acc,Masc,Sing"
получать,"получать,VERB,Imp,Inf,Act"
рабочую,"рабочий,ADJ,Acc,Pos,Fem,Sing"
специальность,"специальность,NOUN,Inan,Acc,Fem,Sing"
.,".,PUNCT,None"
У,"у,ADP,None"
некоторых,"некоторый,DET,Gen,Plur"
исследователей,"исследователь,NOUN,Anim,Gen,Masc,Plur"
встречаются,"встречаться,VERB,Imp,Ind,Plur,3,Pres,Fin,Mid"
оценки,"оценка,NOUN,Inan,Nom,Fem,Plur"
",",",,PUNCT,None"
выходящие,"выходить,VERB,Inan,Imp,Nom,Plur,Pres,Part,Act"
за,"за,ADP,None"
этот,"этот,DET,Inan,Acc,Masc,Sing"
диапазон,"диапазон,NOUN,Inan,Acc,Masc,Sing"
.,".,PUNCT,None"
Организация,"организация,NOUN,Inan,Nom,Fem,Sing"
основана,"основать,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
в,"в,ADP,None"
2000,"2000,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
геологом,"геолог,NOUN,Anim,Ins,Masc,Sing"
",",",,PUNCT,None"
нефтяником,"нефтяник,NOUN,Anim,Ins,Masc,Sing"
Колином,"Колин,PROPN,Anim,Ins,Masc,Sing"
Кэмпбеллом,"Кэмпбелл,PROPN,Anim,Ins,Masc,Sing"
.,".,PUNCT,None"
Также,"также,CCONJ,None"
существует,"существовать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
мнение,"мнение,NOUN,Inan,Nom,Neut,Sing"
",",",,PUNCT,None"
что,"что,SCONJ,None"
слово,"слово,NOUN,Inan,Nom,Neut,Sing"
``,"``,PUNCT,None"
бавла,"бавла,NOUN,Inan,Nom,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
татаризовано,"татаризовать,VERB,Inan,Perf,Nom,Neut,Sing,Past,Short,Part,Pass"
от,"от,ADP,None"
русского,"русский,ADJ,Gen,Pos,Neut,Sing"
``,"``,PUNCT,None"
бава,"бава,NOUN,Inan,Nom,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
",",",,PUNCT,None"
имеющего,"иметь,VERB,Inan,Imp,Gen,Neut,Sing,Pres,Part,Act"
следующее,"следующий,ADJ,Acc,Pos,Neut,Sing"
смысловое,"смысловой,ADJ,Acc,Pos,Neut,Sing"
значение,"значение,NOUN,Inan,Acc,Neut,Sing"
--,"--,PUNCT,None"
``,"``,PUNCT,None"
достаток,"достаток,NOUN,Inan,Nom,Masc,Sing"
",",",,PUNCT,None"
изобилие,"изобилие,NOUN,Inan,Nom,Neut,Sing"
",",",,PUNCT,None"
богатство,"богатство,NOUN,Inan,Nom,Neut,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
.,".,PUNCT,None"
Лео́нас,"Леонас,PROPN,Anim,Nom,Masc,Sing"
Балтру́нас,"Балтрунас,PROPN,Anim,Nom,Masc,Sing"
(,"(,PUNCT,None"
;,";,PUNCT,None"
20,"20,ADJ,Nom,Pos,Neut,Sing"
октября,"октябрь,NOUN,Inan,Gen,Masc,Sing"
1914,"1914,ADJ,Gen,Pos,Masc,Sing"
",",",,PUNCT,None"
Рига,"Рига,PROPN,Inan,Nom,Fem,Sing"
--,"--,PUNCT,None"
20,"20,ADJ,Nom,Pos,Neut,Sing"
апреля,"апрель,NOUN,Inan,Gen,Masc,Sing"
1993,"1993,ADJ,Gen,Pos,Masc,Sing"
",",",,PUNCT,None"
Мельбурн,"Мельбурн,PROPN,Inan,Nom,Masc,Sing"
),"),PUNCT,None"
--,"--,PUNCT,None"
литовский,"литовский,ADJ,Nom,Pos,Masc,Sing"
баскетболист,"баскетболист,NOUN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
литовский,"литовский,ADJ,Nom,Pos,Masc,Sing"
и,"и,CCONJ,None"
австралийский,"австралийский,ADJ,Nom,Pos,Masc,Sing"
баскетбольный,"баскетбольный,ADJ,Nom,Pos,Masc,Sing"
тренер,"тренер,NOUN,Anim,Nom,Masc,Sing"
.,".,PUNCT,None"
Роберто,"Роберто,PROPN,Anim,Nom,Masc,Sing"
Баутиста,"Баутист,PROPN,Anim,Nom,Masc,Sing"
Агут,"Агут,PROPN,Anim,Nom,Masc,Sing"
(,"(,PUNCT,None"
;,";,PUNCT,None"
родился,"родиться,VERB,Perf,Masc,Ind,Sing,Past,Fin,Mid"
14,"14,ADJ,Gen,Pos,Neut,Sing"
апреля,"апрель,NOUN,Inan,Gen,Masc,Sing"
1988,"1988,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
в,"в,ADP,None"
Кастельон,"Кастельон,PROPN,Inan,Loc,Masc,Sing"
-,"-,PUNCT,None"
де,"де,PART,None"
",",",,PUNCT,None"
ла,"ла,PART,None"
",",",,PUNCT,None"
Плана,"Плана,PROPN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
Испания,"Испания,PROPN,Inan,Nom,Fem,Sing"
),"),PUNCT,None"
--,"--,PUNCT,None"
испанский,"испанский,ADJ,Nom,Pos,Masc,Sing"
профессиональный,"профессиональный,ADJ,Nom,Pos,Masc,Sing"
теннисист,"теннисист,NOUN,Anim,Nom,Masc,Sing"
.,".,PUNCT,None"
Окончательно,"окончательно,ADV,Pos"
тот,"тот,DET,Nom,Masc,Sing"
факт,"факт,NOUN,Inan,Nom,Masc,Sing"
",",",,PUNCT,None"
что,"что,SCONJ,None"
``,"``,PUNCT,None"
берлинская,"берлинский,ADJ,Nom,Pos,Fem,Sing"
лазурь,"лазурь,NOUN,Inan,Nom,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
и,"и,CCONJ,None"
``,"``,PUNCT,None"
турнбулева,"турнбулев,ADJ,Nom,Pos,Fem,Sing"
синь,"синь,NOUN,Inan,Nom,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
это,"это,PART,None"
одно,"один,DET,Inan,Nom,Neut,Sing"
и,"и,CCONJ,None"
то,"тот,DET,Nom,Neut,Sing"
же,"же,PART,None"
вещество,"вещество,NOUN,Inan,Nom,Neut,Sing"
был,"быть,AUX,Imp,Masc,Ind,Sing,Past,Fin"
установлен,"установить,VERB,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
только,"только,PART,None"
в,"в,ADP,None"
двадцатом,"двадцатый,ADJ,Loc,Pos,Masc,Sing"
веке,"век,NOUN,Inan,Loc,Masc,Sing"
",",",,PUNCT,None"
когда,"когда,ADV,None"
в,"в,ADP,None"
1928,"1928,ADJ,Loc,Pos,Masc,Sing"
были,"быть,AUX,Imp,Ind,Plur,Past,Fin"
измерены,"измерить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
магнитные,"магнитный,ADJ,Nom,Pos,Plur"
моменты,"момент,NOUN,Inan,Nom,Masc,Plur"
этих,"этот,DET,Gen,Plur"
соединений,"соединение,NOUN,Inan,Gen,Neut,Plur"
",",",,PUNCT,None"
а,"а,CCONJ,None"
в,"в,ADP,None"
1936,"1936,ADJ,Loc,Pos,Masc,Sing"
получены,"получить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
их,"их,DET,None"
рентгенограммы,"рентгенограмма,NOUN,Inan,Nom,Fem,Plur"
.,".,PUNCT,None"
В,"в,ADP,None"
своей,"свой,DET,Loc,Fem,Sing"
известной,"известный,ADJ,Loc,Pos,Fem,Sing"
речи,"речь,NOUN,Inan,Loc,Fem,Sing"
в,"в,ADP,None"
нижней,"нижний,ADJ,Loc,Pos,Fem,Sing"
палате,"палата,NOUN,Inan,Loc,Fem,Sing"
ландтага,"ландтаг,NOUN,Inan,Gen,Masc,Sing"
он,"он,PRON,Nom,Masc,Sing,3"
заявил,"заявить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
",",",,PUNCT,None"
что,"что,SCONJ,None"
принцип,"принцип,NOUN,Inan,Nom,Masc,Sing"
голосования,"голосование,NOUN,Inan,Gen,Neut,Sing"
путём,"путем,ADP,None"
принятия,"принятие,NOUN,Inan,Gen,Neut,Sing"
решения,"решение,NOUN,Inan,Gen,Neut,Sing"
большинством,"большинство,NOUN,Inan,Ins,Neut,Sing"
голосов,"голос,NOUN,Inan,Gen,Masc,Plur"
был,"быть,AUX,Imp,Masc,Ind,Sing,Past,Fin"
большой,"большой,ADJ,Ins,Pos,Fem,Sing"
ошибкой,"ошибка,NOUN,Inan,Ins,Fem,Sing"
в,"в,ADP,None"
1848,"1848,ADJ,Loc,Pos,Masc,Sing"
--,"--,PUNCT,None"
1849,"1849,ADJ,Loc,Pos,Masc,Sing"
годах,"год,NOUN,Inan,Loc,Masc,Plur"
.,".,PUNCT,None"
В,"в,ADP,None"
12,"12,NUM,Loc,Card"
км,"км,NOUN,Inan,Loc,Masc,Plur"
западнее,"западнее,ADP,None"
деревни,"деревня,NOUN,Inan,Gen,Fem,Sing"
расположена,"расположить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
железнодорожная,"железнодорожный,ADJ,Nom,Pos,Fem,Sing"
станция,"станция,NOUN,Inan,Nom,Fem,Sing"
